tez_id,yazar,yil,universite,tur,mufredat_donemi,sinif,orneklem_n,il,konu,kazanim_kodu,yanilgi_adi,yanilgi_tanimi,ogrenci_ornegi,gorulme_orani,olcum_araci,onerilen_mudahale,mudahale_sonucu,lemma_basamagi,guven,sayfa_ref,not,lgs_kazanim_tahmini
MAKALE:ESTUDAM-5-1-2020,"Çoban, Kerem; Yenilmez, Kürşat",2020,Eskişehir Osmangazi Üniversitesi,MAKALE,2018,8,160,Konya,Eşitsizlikler,,Eşitlik durumunun farkına varamama,Öğrenci eşitsizliği cebirsel yazarken 'küçük veya eşit' / 'büyük veya eşit' yerine yalnız 'küçük' ya da 'büyük' sembolünü kullanıyor.,≤ gerekirken < sembolü yazma (2K ve 25E kodlu öğrenci cevapları),81,"18 soruluk Eşitsizlikler Başarı Testi (3 kazanımı ölçen 3 ana soru, 8+6+4 alt soru)",Eşitsizlik-denklem ayrımını sayı doğrusu ve çözüm kümesi üzerinden kurma,YOK,1,2,s. 45,"K2: çalışma 'güçlük' terimini kullanıyor, kavram yanılgısı ile işlem hatasını AYIRMIYOR — bu yüzden güven 3 yerine 2. gorulme_orani = güçlüğü yaşayan ÖĞRENCİ SAYISI (n=160 üzerinden). Çalışmanın en yaygın bulgusu: 160 öğrencinin 81'i, toplam 150 kez tekrarlanmış. Eşik: yalnız f>=10 olan güçlükler satırlandı; daha seyrek olanlar alınmadı. Saf işlem hatası olduğu için alınmayanlar: 'çözümde işlem hatası yapma' f=61, 'istenileni anlayamama' f=15, 'metni hatalı yorumlama' f=21. kazanim_kodu boş: kaynak kazanım kodunu yazmıyor, yalnız '1./2./3. kazanım' diyor.",M.8.2.3.1
MAKALE:ESTUDAM-5-1-2020,"Çoban, Kerem; Yenilmez, Kürşat",2020,Eskişehir Osmangazi Üniversitesi,MAKALE,2018,8,160,Konya,Eşitsizlikler,,Eşitsizliğin yönünü ters tayin etme,Öğrenci sözel durumu cebirsel eşitsizliğe çevirirken eşitsizlik sembolünün yönünü ters yazıyor.,,79,"18 soruluk Eşitsizlikler Başarı Testi (3 kazanımı ölçen 3 ana soru, 8+6+4 alt soru)",Eşitsizlik-denklem ayrımını sayı doğrusu ve çözüm kümesi üzerinden kurma,YOK,1,2,s. 45,"K2: çalışma 'güçlük' terimini kullanıyor, kavram yanılgısı ile işlem hatasını AYIRMIYOR — bu yüzden güven 3 yerine 2. gorulme_orani = güçlüğü yaşayan ÖĞRENCİ SAYISI (n=160 üzerinden). 160 öğrencinin 79'u, toplam 130 kez tekrarlanmış. Eşik: yalnız f>=10 olan güçlükler satırlandı; daha seyrek olanlar alınmadı. Saf işlem hatası olduğu için alınmayanlar: 'çözümde işlem hatası yapma' f=61, 'istenileni anlayamama' f=15, 'metni hatalı yorumlama' f=21. kazanim_kodu boş: kaynak kazanım kodunu yazmıyor, yalnız '1./2./3. kazanım' diyor.",M.8.2.3.1
MAKALE:ESTUDAM-5-1-2020,"Çoban, Kerem; Yenilmez, Kürşat",2020,Eskişehir Osmangazi Üniversitesi,MAKALE,2018,8,160,Konya,Eşitsizlikler,,Sayı doğrusunda eşitsizliği ters yönde gösterme,Öğrenci sayı doğrusunda verilen değerin ters tarafını tarayarak eşitsizliği gösteriyor.,y < -2 için -2'nin sol tarafı yerine sağ tarafı tarama (14K kodlu öğrenci),70,"18 soruluk Eşitsizlikler Başarı Testi (3 kazanımı ölçen 3 ana soru, 8+6+4 alt soru)",Eşitsizlik-denklem ayrımını sayı doğrusu ve çözüm kümesi üzerinden kurma,YOK,1,2,s. 47,"K2: çalışma 'güçlük' terimini kullanıyor, kavram yanılgısı ile işlem hatasını AYIRMIYOR — bu yüzden güven 3 yerine 2. gorulme_orani = güçlüğü yaşayan ÖĞRENCİ SAYISI (n=160 üzerinden). 160 öğrencinin 70'i, toplam 136 kez tekrarlanmış. İkinci kazanımın en yaygın güçlüğü. Eşik: yalnız f>=10 olan güçlükler satırlandı; daha seyrek olanlar alınmadı. Saf işlem hatası olduğu için alınmayanlar: 'çözümde işlem hatası yapma' f=61, 'istenileni anlayamama' f=15, 'metni hatalı yorumlama' f=21. kazanim_kodu boş: kaynak kazanım kodunu yazmıyor, yalnız '1./2./3. kazanım' diyor.",M.8.2.3.2
MAKALE:ESTUDAM-5-1-2020,"Çoban, Kerem; Yenilmez, Kürşat",2020,Eskişehir Osmangazi Üniversitesi,MAKALE,2018,8,160,Konya,Eşitsizlikler,,Cebirsel ifadeyi hatalı yazma,Öğrenci sözel olarak verilen ifadeye karşılık gelen cebirsel ifadeyi yanlış kuruyor.,,56,"18 soruluk Eşitsizlikler Başarı Testi (3 kazanımı ölçen 3 ana soru, 8+6+4 alt soru)",Eşitsizlik-denklem ayrımını sayı doğrusu ve çözüm kümesi üzerinden kurma,YOK,1,2,s. 45,"K2: çalışma 'güçlük' terimini kullanıyor, kavram yanılgısı ile işlem hatasını AYIRMIYOR — bu yüzden güven 3 yerine 2. gorulme_orani = güçlüğü yaşayan ÖĞRENCİ SAYISI (n=160 üzerinden). 160 öğrencinin 56'sı, toplam 73 kez tekrarlanmış. Eşik: yalnız f>=10 olan güçlükler satırlandı; daha seyrek olanlar alınmadı. Saf işlem hatası olduğu için alınmayanlar: 'çözümde işlem hatası yapma' f=61, 'istenileni anlayamama' f=15, 'metni hatalı yorumlama' f=21. kazanim_kodu boş: kaynak kazanım kodunu yazmıyor, yalnız '1./2./3. kazanım' diyor.",M.8.2.3.1
MAKALE:ESTUDAM-5-1-2020,"Çoban, Kerem; Yenilmez, Kürşat",2020,Eskişehir Osmangazi Üniversitesi,MAKALE,2018,8,160,Konya,Eşitsizlikler,,Sayı doğrusunda eşitsizliği eksik gösterme,Öğrenci çözüm kümesinin tamamını değil bir bölümünü tarıyor.,,43,"18 soruluk Eşitsizlikler Başarı Testi (3 kazanımı ölçen 3 ana soru, 8+6+4 alt soru)",Eşitsizlik-denklem ayrımını sayı doğrusu ve çözüm kümesi üzerinden kurma,YOK,1,2,s. 47,"K2: çalışma 'güçlük' terimini kullanıyor, kavram yanılgısı ile işlem hatasını AYIRMIYOR — bu yüzden güven 3 yerine 2. gorulme_orani = güçlüğü yaşayan ÖĞRENCİ SAYISI (n=160 üzerinden). 160 öğrencinin 43'ü, toplam 165 kez tekrarlanmış — tekrar sayısı en yüksek güçlük. Eşik: yalnız f>=10 olan güçlükler satırlandı; daha seyrek olanlar alınmadı. Saf işlem hatası olduğu için alınmayanlar: 'çözümde işlem hatası yapma' f=61, 'istenileni anlayamama' f=15, 'metni hatalı yorumlama' f=21. kazanim_kodu boş: kaynak kazanım kodunu yazmıyor, yalnız '1./2./3. kazanım' diyor.",M.8.2.3.2
MAKALE:ESTUDAM-5-1-2020,"Çoban, Kerem; Yenilmez, Kürşat",2020,Eskişehir Osmangazi Üniversitesi,MAKALE,2018,8,160,Konya,Eşitsizlikler,,Negatif işareti göz ardı etme,Öğrenci eşitsizliği çözerken negatif katsayı veya terimin işaretini hesaba katmıyor.,,42,"18 soruluk Eşitsizlikler Başarı Testi (3 kazanımı ölçen 3 ana soru, 8+6+4 alt soru)",Eşitsizlik-denklem ayrımını sayı doğrusu ve çözüm kümesi üzerinden kurma,YOK,3,2,s. 49,"K2: çalışma 'güçlük' terimini kullanıyor, kavram yanılgısı ile işlem hatasını AYIRMIYOR — bu yüzden güven 3 yerine 2. gorulme_orani = güçlüğü yaşayan ÖĞRENCİ SAYISI (n=160 üzerinden). 160 öğrencinin 42'si, toplam 43 kez. Üçüncü kazanımın ikinci en yaygın güçlüğü. Eşik: yalnız f>=10 olan güçlükler satırlandı; daha seyrek olanlar alınmadı. Saf işlem hatası olduğu için alınmayanlar: 'çözümde işlem hatası yapma' f=61, 'istenileni anlayamama' f=15, 'metni hatalı yorumlama' f=21. kazanim_kodu boş: kaynak kazanım kodunu yazmıyor, yalnız '1./2./3. kazanım' diyor.",M.8.2.3.3
MAKALE:ESTUDAM-5-1-2020,"Çoban, Kerem; Yenilmez, Kürşat",2020,Eskişehir Osmangazi Üniversitesi,MAKALE,2018,8,160,Konya,Eşitsizlikler,,Eşitsizliği yanlış yazma,Öğrenci verilen duruma karşılık gelen eşitsizliği hatalı biçimde kuruyor.,,38,"18 soruluk Eşitsizlikler Başarı Testi (3 kazanımı ölçen 3 ana soru, 8+6+4 alt soru)",Eşitsizlik-denklem ayrımını sayı doğrusu ve çözüm kümesi üzerinden kurma,YOK,1,2,s. 45,"K2: çalışma 'güçlük' terimini kullanıyor, kavram yanılgısı ile işlem hatasını AYIRMIYOR — bu yüzden güven 3 yerine 2. gorulme_orani = güçlüğü yaşayan ÖĞRENCİ SAYISI (n=160 üzerinden). 160 öğrencinin 38'i, toplam 54 kez. Eşik: yalnız f>=10 olan güçlükler satırlandı; daha seyrek olanlar alınmadı. Saf işlem hatası olduğu için alınmayanlar: 'çözümde işlem hatası yapma' f=61, 'istenileni anlayamama' f=15, 'metni hatalı yorumlama' f=21. kazanim_kodu boş: kaynak kazanım kodunu yazmıyor, yalnız '1./2./3. kazanım' diyor.",M.8.2.3.1
MAKALE:ESTUDAM-5-1-2020,"Çoban, Kerem; Yenilmez, Kürşat",2020,Eskişehir Osmangazi Üniversitesi,MAKALE,2018,8,160,Konya,Eşitsizlikler,,Değişken kullanmama,Öğrenci eşitsizliği yazarken bilinmeyeni bir değişkenle göstermiyor.,,32,"18 soruluk Eşitsizlikler Başarı Testi (3 kazanımı ölçen 3 ana soru, 8+6+4 alt soru)",Eşitsizlik-denklem ayrımını sayı doğrusu ve çözüm kümesi üzerinden kurma,YOK,1,2,s. 45,"K2: çalışma 'güçlük' terimini kullanıyor, kavram yanılgısı ile işlem hatasını AYIRMIYOR — bu yüzden güven 3 yerine 2. gorulme_orani = güçlüğü yaşayan ÖĞRENCİ SAYISI (n=160 üzerinden). 160 öğrencinin 32'si, toplam 42 kez. Eşik: yalnız f>=10 olan güçlükler satırlandı; daha seyrek olanlar alınmadı. Saf işlem hatası olduğu için alınmayanlar: 'çözümde işlem hatası yapma' f=61, 'istenileni anlayamama' f=15, 'metni hatalı yorumlama' f=21. kazanim_kodu boş: kaynak kazanım kodunu yazmıyor, yalnız '1./2./3. kazanım' diyor.",M.8.2.3.1
MAKALE:ESTUDAM-5-1-2020,"Çoban, Kerem; Yenilmez, Kürşat",2020,Eskişehir Osmangazi Üniversitesi,MAKALE,2018,8,160,Konya,Eşitsizlikler,,Eşitsizliğin yönünü değiştirmeyi göz ardı etme,Öğrenci eşitsizliğin iki tarafını negatif bir sayıyla çarpıp bölerken yön değiştirmesi gerektiğini uygulamıyor.,,31,"18 soruluk Eşitsizlikler Başarı Testi (3 kazanımı ölçen 3 ana soru, 8+6+4 alt soru)",Eşitsizlik-denklem ayrımını sayı doğrusu ve çözüm kümesi üzerinden kurma,YOK,3,2,s. 49,"K2: çalışma 'güçlük' terimini kullanıyor, kavram yanılgısı ile işlem hatasını AYIRMIYOR — bu yüzden güven 3 yerine 2. gorulme_orani = güçlüğü yaşayan ÖĞRENCİ SAYISI (n=160 üzerinden). 160 öğrencinin 31'i, toplam 35 kez. Eşitsizliğin denklemden ayrıldığı temel kural. Eşik: yalnız f>=10 olan güçlükler satırlandı; daha seyrek olanlar alınmadı. Saf işlem hatası olduğu için alınmayanlar: 'çözümde işlem hatası yapma' f=61, 'istenileni anlayamama' f=15, 'metni hatalı yorumlama' f=21. kazanim_kodu boş: kaynak kazanım kodunu yazmıyor, yalnız '1./2./3. kazanım' diyor.",M.8.2.3.3
MAKALE:ESTUDAM-5-1-2020,"Çoban, Kerem; Yenilmez, Kürşat",2020,Eskişehir Osmangazi Üniversitesi,MAKALE,2018,8,160,Konya,Eşitsizlikler,,Eşitsizliği eksik belirleme,Öğrenci durumu karşılayan eşitsizliğin yalnız bir bölümünü yazıyor.,,31,"18 soruluk Eşitsizlikler Başarı Testi (3 kazanımı ölçen 3 ana soru, 8+6+4 alt soru)",Eşitsizlik-denklem ayrımını sayı doğrusu ve çözüm kümesi üzerinden kurma,YOK,1,2,s. 45,"K2: çalışma 'güçlük' terimini kullanıyor, kavram yanılgısı ile işlem hatasını AYIRMIYOR — bu yüzden güven 3 yerine 2. gorulme_orani = güçlüğü yaşayan ÖĞRENCİ SAYISI (n=160 üzerinden). 160 öğrencinin 31'i, toplam 35 kez. Eşik: yalnız f>=10 olan güçlükler satırlandı; daha seyrek olanlar alınmadı. Saf işlem hatası olduğu için alınmayanlar: 'çözümde işlem hatası yapma' f=61, 'istenileni anlayamama' f=15, 'metni hatalı yorumlama' f=21. kazanim_kodu boş: kaynak kazanım kodunu yazmıyor, yalnız '1./2./3. kazanım' diyor.",M.8.2.3.1
MAKALE:ESTUDAM-5-1-2020,"Çoban, Kerem; Yenilmez, Kürşat",2020,Eskişehir Osmangazi Üniversitesi,MAKALE,2018,8,160,Konya,Eşitsizlikler,,Sayı doğrusunda eşitsizliği hatalı gösterme,Öğrenci sayı doğrusundaki gösterimi eşitsizlikle uyuşmayacak biçimde yapıyor.,,26,"18 soruluk Eşitsizlikler Başarı Testi (3 kazanımı ölçen 3 ana soru, 8+6+4 alt soru)",Eşitsizlik-denklem ayrımını sayı doğrusu ve çözüm kümesi üzerinden kurma,YOK,1,2,s. 47,"K2: çalışma 'güçlük' terimini kullanıyor, kavram yanılgısı ile işlem hatasını AYIRMIYOR — bu yüzden güven 3 yerine 2. gorulme_orani = güçlüğü yaşayan ÖĞRENCİ SAYISI (n=160 üzerinden). 160 öğrencinin 26'sı, toplam 63 kez. Eşik: yalnız f>=10 olan güçlükler satırlandı; daha seyrek olanlar alınmadı. Saf işlem hatası olduğu için alınmayanlar: 'çözümde işlem hatası yapma' f=61, 'istenileni anlayamama' f=15, 'metni hatalı yorumlama' f=21. kazanim_kodu boş: kaynak kazanım kodunu yazmıyor, yalnız '1./2./3. kazanım' diyor.",M.8.2.3.2
MAKALE:ESTUDAM-5-1-2020,"Çoban, Kerem; Yenilmez, Kürşat",2020,Eskişehir Osmangazi Üniversitesi,MAKALE,2018,8,160,Konya,Eşitsizlikler,,Olmayan eşitlik durumunu gösterme,Öğrenci eşitsizlikte eşitlik durumu olmadığı hâlde sayı doğrusunda dolu yuvarlak kullanıyor.,,23,"18 soruluk Eşitsizlikler Başarı Testi (3 kazanımı ölçen 3 ana soru, 8+6+4 alt soru)",Eşitsizlik-denklem ayrımını sayı doğrusu ve çözüm kümesi üzerinden kurma,YOK,1,2,s. 47,"K2: çalışma 'güçlük' terimini kullanıyor, kavram yanılgısı ile işlem hatasını AYIRMIYOR — bu yüzden güven 3 yerine 2. gorulme_orani = güçlüğü yaşayan ÖĞRENCİ SAYISI (n=160 üzerinden). 160 öğrencinin 23'ü, toplam 47 kez. Bir önceki satırın (eşitlik durumunu görmeme) ters yönü. Eşik: yalnız f>=10 olan güçlükler satırlandı; daha seyrek olanlar alınmadı. Saf işlem hatası olduğu için alınmayanlar: 'çözümde işlem hatası yapma' f=61, 'istenileni anlayamama' f=15, 'metni hatalı yorumlama' f=21. kazanim_kodu boş: kaynak kazanım kodunu yazmıyor, yalnız '1./2./3. kazanım' diyor.",M.8.2.3.2
MAKALE:ESTUDAM-5-1-2020,"Çoban, Kerem; Yenilmez, Kürşat",2020,Eskişehir Osmangazi Üniversitesi,MAKALE,2018,8,160,Konya,Eşitsizlikler,,Eşitsizliğin çözümünde işlem sırasını karıştırma,Öğrenci eşitsizliği çözerken adımların sırasını değiştiriyor.,,19,"18 soruluk Eşitsizlikler Başarı Testi (3 kazanımı ölçen 3 ana soru, 8+6+4 alt soru)",Eşitsizlik-denklem ayrımını sayı doğrusu ve çözüm kümesi üzerinden kurma,YOK,3,2,s. 49,"K2: çalışma 'güçlük' terimini kullanıyor, kavram yanılgısı ile işlem hatasını AYIRMIYOR — bu yüzden güven 3 yerine 2. gorulme_orani = güçlüğü yaşayan ÖĞRENCİ SAYISI (n=160 üzerinden). 160 öğrencinin 19'u, toplam 21 kez. Eşik: yalnız f>=10 olan güçlükler satırlandı; daha seyrek olanlar alınmadı. Saf işlem hatası olduğu için alınmayanlar: 'çözümde işlem hatası yapma' f=61, 'istenileni anlayamama' f=15, 'metni hatalı yorumlama' f=21. kazanim_kodu boş: kaynak kazanım kodunu yazmıyor, yalnız '1./2./3. kazanım' diyor.",M.8.2.3.3
MAKALE:ESTUDAM-5-1-2020,"Çoban, Kerem; Yenilmez, Kürşat",2020,Eskişehir Osmangazi Üniversitesi,MAKALE,2018,8,160,Konya,Eşitsizlikler,,Eşitsizliği denklem gibi çözme,Öğrenci eşitsizliği tek bir çözüm veren denklem gibi ele alıyor ve çözüm kümesi yerine tek değer buluyor.,,15,"18 soruluk Eşitsizlikler Başarı Testi (3 kazanımı ölçen 3 ana soru, 8+6+4 alt soru)",Eşitsizlik-denklem ayrımını sayı doğrusu ve çözüm kümesi üzerinden kurma,YOK,3,2,s. 49,"K2: çalışma 'güçlük' terimini kullanıyor, kavram yanılgısı ile işlem hatasını AYIRMIYOR — bu yüzden güven 3 yerine 2. gorulme_orani = güçlüğü yaşayan ÖĞRENCİ SAYISI (n=160 üzerinden). 160 öğrencinin 15'i, toplam 27 kez. Eşitsizlik-denklem ayrımının kurulmadığını gösteren doğrudan bulgu. Eşik: yalnız f>=10 olan güçlükler satırlandı; daha seyrek olanlar alınmadı. Saf işlem hatası olduğu için alınmayanlar: 'çözümde işlem hatası yapma' f=61, 'istenileni anlayamama' f=15, 'metni hatalı yorumlama' f=21. kazanim_kodu boş: kaynak kazanım kodunu yazmıyor, yalnız '1./2./3. kazanım' diyor.",M.8.2.3.3
MAKALE:ESTUDAM-5-1-2020,"Çoban, Kerem; Yenilmez, Kürşat",2020,Eskişehir Osmangazi Üniversitesi,MAKALE,2018,8,160,Konya,Eşitsizlikler,,Eşitsizlik yerine eşittir sembolü kullanma,Öğrenci eşitsizlik kurması gereken yerde eşittir sembolü yazıyor.,,15,"18 soruluk Eşitsizlikler Başarı Testi (3 kazanımı ölçen 3 ana soru, 8+6+4 alt soru)",Eşitsizlik-denklem ayrımını sayı doğrusu ve çözüm kümesi üzerinden kurma,YOK,1,2,s. 45,"K2: çalışma 'güçlük' terimini kullanıyor, kavram yanılgısı ile işlem hatasını AYIRMIYOR — bu yüzden güven 3 yerine 2. gorulme_orani = güçlüğü yaşayan ÖĞRENCİ SAYISI (n=160 üzerinden). 160 öğrencinin 15'i, toplam 16 kez. Eşik: yalnız f>=10 olan güçlükler satırlandı; daha seyrek olanlar alınmadı. Saf işlem hatası olduğu için alınmayanlar: 'çözümde işlem hatası yapma' f=61, 'istenileni anlayamama' f=15, 'metni hatalı yorumlama' f=21. kazanim_kodu boş: kaynak kazanım kodunu yazmıyor, yalnız '1./2./3. kazanım' diyor.",M.8.2.3.1
